0,27224557;-0,932429031
3,72890558;-3,149664099
0,920109797;-2,600139804
-2,978412027;-4,971376992
4,530429547;-1,2241179
-2,661273913;-3,735425858
4,785124891;-1,096167173
-1,540535471;-0,307988504
-2,83766721;-4,412123548
-3,031807899;-4,564324969
1,01296374;-3,862636447
3,762254596;-4,195971087
2,443771056;-3,52695204
-2,939572569;-4,236658744
2,667964619;-4,658060783
2,698039541;-3,161464484
-4,868609674;-4,711552461
-4,947740039;-1,323729739
3,588017117;-4,166778602
-3,242527637;-4,715176113
-3,203313502;-4,678635675
-4,277652199;-0,569916424
-3,798566953;-4,700674145
-4,442630828;-3,695544884
-4,427545413;-4,63083377
-2,334392896;-3,519338747
4,899369348;-3,717047325
2,980552318;-4,407209281
-2,798472486;-4,64895413
-3,083366758;-4,913957608
2,355359636;-2,789715465
-0,21934471;-2,468663021
-3,555922391;-3,681230933
-3,2983205;-4,913682625
-1,504474952;-3,574164108
3,621941636;-4,429551944
2,946886973;-3,924557806
-1,145007094;-2,265256771
-4,824012591;-2,862145835
-0,928360182;-3,744153837
3,847594752;-4,254631012
-3,415589756;-4,801183789
2,627289902;-3,498653544
-3,656391913;-3,998401317
-2,481511835;-4,911984845
1,183435843;-2,358196551
-1,048607004;-1,656822372
2,49541283;-3,597389791
3,302632948;-3,952276745
-4,484300218;-0,939695723
-1,27125366;-2,360423392
0,822230434;0,838703874
-4,561047636;-4,199698331
3,967634926;-2,869806192
1,922261905;-4,207335978
0,495037419;-1,878151735
4,498496478;-4,007108954
-1,363599966;-2,646583497
1,250254153;-1,833658427
-3,107644443;-4,674869818
4,769415613;-3,891775177
2,42999673;-4,634372083
2,387653764;-3,850218552
-0,816743435;-3,146591192
-0,710414892;-2,494347675
-3,991538297;-3,002690894
-4,345264629;-0,414030617
3,662452545;-3,646901418
-4,73295281;-4,552188571
3,644911003;-3,430937882
-3,528008672;-4,530852315
2,329381289;-4,21443734
3,449654915;-3,958267224
2,991090314;-4,858940354
-2,060992283;-4,771539932
-4,582840602;-1,15899353
2,756142665;-3,429374024
-1,389658917;-2,053515824
0,547192733;0,752686653
-1,483616082;-1,175584979
4,095368988;-2,246510689
-3,279343278;-4,471460261
-2,189060976;-1,124215313
1,337797738;-2,51304087
0,303204664;3,032646347
2,409629817;-4,62535792
2,852163769;-3,722737238
-4,587651064;-1,39141059
1,516923948;-4,384032511
-2,421416993;-2,300160141
-4,469378884;-1,956124832
-2,982038207;-4,38001763
-2,456368348;-3,874044201
-1,168371397;-1,912548656
-0,991575855;-1,468931414
3,183756272;-4,722737347
2,31846483;-2,97011113
-1,667678033;-4,413232812
2,159885777;-3,908253746
2,604387062;-2,645635233
-0,76604822;-2,539212147
-4,189653534;-4,066697489
-1,867674689;-4,986907688
-0,659269459;-2,222473914
-3,318708819;-4,007198953
4,373912461;-3,890840593
0,371047538;-3,095881008
-0,321279548;-2,457320778
-3,298046276;-4,185725803
-1,792483227;-3,571800299
-3,109933134;-4,620525909
0,466916125;2,016587498
-0,099912629;0,500916598
3,635436178;-4,25724944
4,979308625;-1,095414383
-0,887930898;-3,620935838
-4,598480792;-3,607473198
-1,045060525;-3,372463834
3,617492127;-3,861267179
-2,84940708;-4,644981036
0,814840843;-2,609184644
-2,759737782;-4,216718561
4,456630586;-4,159255954
2,83922144;-4,89063533
-0,727456741;-2,182894051
1,623283906;-0,153352076
-2,25655732;-3,035219372
3,598373245;-3,716480718
-2,05608475;-1,555904519
0,642057017;-2,225104896
-3,892682678;-2,094392783
-0,754266074;-4,925085104
-4,219867287;-1,274575141
2,717691558;-4,85167682
4,466015475;-0,695475365
3,884220769;-2,975998488
0,427173229;-0,757485493
4,396514275;-3,991678452
0,105500971;2,041138673
-2,314557747;-3,091999241
-0,779675694;-1,146210617
0,276826647;-1,340045913
0,3874519;0,847472021
-4,706564099;-1,018605878
4,263647843;-2,873979472
-2,442271213;-4,867955443
3,839555828;-4,504892692
0,340779656;-4,674481952
3,302687435;-4,63025972
0,573809457;-2,315756104
-1,5378892;-3,588700559
4,394202523;-3,73164703
4,555854245;-2,452910757
4,600435658;-2,866287434
2,35333939;-2,428324209
-2,665823856;-3,215526721
3,915272895;-3,654426961
-3,229212823;-4,999238085
-1,942930415;-2,274635525
1,791858688;-2,235801473
-1,073219704;-2,542411368
4,866084223;-1,825504969
-4,780748155;-1,882478868
0,972927511;-2,787567746
-0,058740604;-1,13552746
1,133874915;-4,073005436
-0,871859895;0,952080458
2,053677884;-1,062358755
-3,283230315;-4,866221958
3,757020964;-4,515509987
1,703007814;-1,694857917
-0,881098802;-1,533011592
3,884155464;-3,547910367
4,348682512;-3,807390375
-1,711214184;-3,699575888
4,807209625;-4,421414872
4,516191522;-3,089001963
3,752081764;-3,845642894
-2,948569255;-4,917837225
-4,072431904;-2,434325955
-2,605882957;-3,891840806
2,546235232;-2,729906022
-1,203113477;-1,230111329
4,984841204;-2,334023879
-0,162226956;-4,912850465
0,613640249;0,060016649
-0,731093065;-1,449728681
-0,427771223;-4,896023873
1,334797686;-4,046667991
-1,560431361;-0,05318292
3,563138146;-3,388355116
-4,073275512;-0,98411285
-2,209261357;-4,497819811
-1,548520568;-4,192792793
2,932703196;-4,474741351
-3,21180109;-4,983725826
3,126818473;-4,280330898
-3,038012616;-4,818376929
-3,449243228;-4,767130319
-1,723025828;-3,707618658
0,68274267;0,683438706
1,989510297;-3,221995537
0,588799424;-1,09937155
1,194230889;-1,042998498
-0,256030753;3,18986106
-3,59270385;-4,230671545
-0,563466729;-3,242997483
-3,540044325;-3,461678366
-2,268347194;-4,635174919
-0,346475949;-1,475474005
2,632958428;-4,812169402
-2,975106683;-4,310642637
3,144385799;-4,880777389
-2,826457171;-3,46930255
-1,299359478;-2,644603922
0,033482341;-0,477504104
-4,173145692;-1,605265341
-2,568206065;-4,2713388
3,693730961;-2,87850853
3,832001631;-4,433932593
-3,718974996;-3,790193185
2,150388991;-1,68773364
2,046747487;-0,967274938
1,724336967;-4,545383522
1,771404841;-1,828417803
0,645928183;-3,948125382
-0,030368829;2,060493346
-1,934273837;-2,59968563
2,238282201;-2,51862828
4,359648711;-3,781946233
4,440567479;-2,987144355
-3,87195168;-1,989749947
4,368612943;-0,78889436
4,672055588;-1,419259399
4,486177026;-1,919153096
-1,292109948;-4,485700538
1,585798818;-3,368140488
3,976822886;-4,997394701
-2,076193552;-2,492762886
-1,595354575;-4,820788196
2,819612693;-4,754103951
-2,734208432;-3,380209375
-2,389503215;-4,493207055
3,123266791;-4,882664697
0,270884308;-0,648448885
-0,020573883;-4,77865603
-2,371442957;-1,918255163
-0,409639789;0,325087218
-2,308074316;-4,866697536
-4,488752;-2,222097891
-2,340759859;-4,222491834
-1,728013809;-4,377075916
-3,502727595;-4,539949094
-4,709805477;-1,457906859
-3,392141846;-4,789251986
-1,585375058;-1,140901544
0,303298992;-0,185052549
2,704977888;-3,035577179
-3,229757322;-4,769249345
1,348357967;-2,808662744
-3,099438063;-4,654391733
-3,344621245;-3,947599819
4,931473929;-2,461812581
2,849544476;-3,541117604
-3,30665668;-4,30246707
0,277471555;-1,797641159
-1,316963127;-0,361847748
4,81478736;-4,537728033
-4,439727244;-0,939526378
2,557707885;-4,525215825
-2,007066148;-0,876604528
-3,897965102;-4,543818722
-3,470448526;-4,533303736
-0,7063434;-3,402455616
0,258574344;-1,562782242
-0,748643659;-4,109621898
-2,471341767;-4,566196995
-1,715832442;-0,660856784
1,780119155;-4,510784551
4,799844961;-1,518451165
1,038822306;-2,807882359
-2,346474369;-2,252405634
0,618647168;-4,169242892
-4,011080944;-3,460364626
4,6086321;-2,60204324
4,720507852;-3,595983443
-0,15848014;-2,301754012
1,067359773;-3,331216067
-0,722499344;-1,640086163
-2,301995797;-2,411410144
2,974764237;-4,453859574
-4,046834862;-3,323224896
3,735272535;-2,994520037
-2,436362748;-2,881474418
-4,333862822;-4,465948406
4,249558943;-2,960446309
2,008205087;-4,323961714
0,114340914;-0,076038036
-4,481944477;-3,708866758
-2,343578003;-1,821373888
3,629382109;-4,126266228
-1,459918716;-3,043243954
1,49259343;-4,333740444
2,227002246;-3,958775978
1,746673971;-0,367562641
0,986438788;-4,57274641
-4,228610498;-2,226810085
-2,426384058;-2,415361224
